insert_AVL,insert_BinaryTree,interactions,tree_size
11,12,9878,1510
12,14,1901,1511
12,10,2554,1512
12,17,1198,1513
12,20,2933,1514
12,18,3004,1515
12,18,2036,1516
12,21,5952,1517
13,14,8108,1518
12,16,8499,1519
11,11,50,1520
11,15,9155,1521
11,15,3862,1522
11,15,2907,1523
12,14,2335,1524
11,8,4,1525
13,15,5326,1526
11,17,6785,1527
12,17,4429,1528
12,16,6798,1529
12,14,1764,1530
11,19,3634,1531
11,12,116,1532
11,17,6561,1533
11,16,382,1534
12,13,1015,1535
13,17,5186,1536
13,11,898,1537
12,18,2101,1538
12,14,5098,1539
13,12,2409,1540
13,10,8330,1541
11,14,3350,1542
13,12,1314,1543
12,18,5880,1544
12,13,2635,1545
12,19,4317,1546
12,13,7915,1547
11,13,8586,1548
11,14,8776,1549
12,13,2766,1550
11,19,4987,1551
12,16,7931,1552
11,15,6627,1553
13,14,7893,1554
11,14,6617,1555
12,16,6630,1556
12,9,9570,1557
11,11,9753,1558
12,15,7410,1559
12,19,6367,1560
12,12,1516,1561
13,15,7396,1562
11,13,2834,1563
13,18,4429,1564
12,10,7777,1565
12,16,3848,1566
11,9,9614,1567
12,16,5027,1568
12,12,2301,1569
13,14,1063,1570
12,14,3787,1571
12,15,630,1572
13,13,764,1573
13,15,5101,1574
12,17,6509,1575
11,19,3398,1576
12,11,9417,1577
13,12,776,1578
13,20,1983,1579
12,21,4545,1580
12,16,3541,1581
10,13,3321,1582
11,16,8827,1583
12,17,6519,1584
12,16,7566,1585
12,14,1795,1586
11,7,9500,1587
12,14,7135,1588
12,17,1547,1589
13,13,6909,1590
11,10,9854,1591
13,14,3063,1592
12,18,4304,1593
12,13,2687,1594
12,17,3843,1595
13,16,8433,1596
12,14,6535,1597
11,8,9808,1598
12,9,9811,1599
12,16,8835,1600
12,9,870,1601
12,20,3597,1602
12,20,5816,1603
12,16,7985,1604
11,14,8697,1605
12,13,2325,1606
13,12,1383,1607
12,20,4466,1608
12,8,9452,1609
12,12,9717,1610
13,17,5362,1611
11,16,9344,1612
13,18,3038,1613
12,22,4188,1614
12,19,5862,1615
11,14,603,1616
12,20,5982,1617
13,18,5361,1618
12,19,4089,1619
12,14,3880,1620
11,14,8621,1621
11,17,3942,1622
12,18,3294,1623
12,15,2925,1624
12,17,6629,1625
13,15,7136,1626
12,15,7709,1627
12,21,3163,1628
12,14,6943,1629
12,13,3871,1630
13,19,1997,1631
11,23,4164,1632
13,14,7467,1633
12,15,7812,1634
12,16,8501,1635
12,16,2516,1636
12,14,6488,1637
11,14,6235,1638
11,16,3333,1639
12,15,2291,1640
13,22,5951,1641
12,15,8694,1642
13,14,1634,1643
12,17,5340,1644
10,14,2881,1645
12,14,7495,1646
12,13,2294,1647
12,14,5214,1648
12,11,2855,1649
12,18,6383,1650
12,16,5445,1651
12,14,1476,1652
12,14,324,1653
11,15,8739,1654
11,14,752,1655
12,13,6952,1656
12,20,5874,1657
12,20,4812,1658
13,15,6466,1659
11,15,9169,1660
10,14,8682,1661
12,19,4814,1662
11,8,9684,1663
12,13,2500,1664
12,18,8978,1665
11,19,4536,1666
12,15,5015,1667
13,17,5465,1668
12,14,770,1669
13,15,8347,1670
12,24,4108,1671
12,15,3073,1672
12,20,3392,1673
11,13,5741,1674
12,16,8412,1675
13,14,2624,1676
12,10,9588,1677
11,14,7058,1678
12,15,7837,1679
11,16,8794,1680
12,13,3440,1681
10,18,3282,1682
12,14,6621,1683
11,13,115,1684
12,15,8372,1685
12,13,7372,1686
12,15,3419,1687
12,17,597,1688
12,12,8535,1689
12,13,9884,1690
12,10,9765,1691
12,15,3568,1692
13,21,4698,1693
11,19,5801,1694
11,19,6068,1695
11,20,3675,1696
11,14,336,1697
12,16,7434,1698
12,15,5491,1699
12,14,7458,1700
13,19,2133,1701
13,23,5950,1702
13,8,530,1703
12,18,5524,1704
12,13,1691,1705
11,11,5293,1706
12,14,8148,1707
12,15,7630,1708
13,15,2350,1709
13,15,2336,1710
12,15,6423,1711
13,19,2141,1712
12,19,1969,1713
13,19,3044,1714
12,15,2256,1715
11,13,340,1716
12,18,6767,1717
12,18,2026,1718
13,15,937,1719
12,11,1654,1720
13,15,8261,1721
12,15,7053,1722
11,16,5221,1723
12,17,2958,1724
9,16,9205,1725
12,14,1288,1726
12,18,2984,1727
12,10,9541,1728
11,17,8722,1729
12,21,4827,1730
12,13,6998,1731
10,17,7206,1732
12,18,7128,1733
12,15,3879,1734
11,14,2729,1735
12,19,5170,1736
12,16,9171,1737
12,19,7228,1738
12,12,2799,1739
12,12,1521,1740
11,11,9564,1741
10,15,9222,1742
11,19,3661,1743
13,14,7884,1744
12,15,8617,1745
13,16,2268,1746
13,14,8224,1747
13,12,5383,1748
12,16,4293,1749
12,18,5512,1750
13,16,7036,1751
13,11,2554,1752
12,11,2564,1753
12,14,8609,1754
11,11,1863,1755
12,15,1769,1756
12,14,9896,1757
13,18,1199,1758
12,16,7661,1759
12,19,4969,1760
12,12,2377,1761
13,13,1010,1762
12,17,2174,1763
12,8,9504,1764
12,19,4888,1765
12,13,1255,1766
12,24,4674,1767
11,14,4058,1768
12,15,8482,1769
12,16,3824,1770
12,15,1930,1771
11,16,4397,1772
13,20,3045,1773
13,19,1943,1774
12,16,2281,1775
13,17,8013,1776
12,23,4210,1777
11,12,6856,1778
12,12,9748,1779
12,21,4855,1780
12,12,2367,1781
12,16,3135,1782
12,14,3760,1783
12,14,1282,1784
12,13,1743,1785
13,21,1974,1786
12,8,9402,1787
13,15,1639,1788
11,22,3172,1789
11,18,3414,1790
12,17,2959,1791
12,15,1900,1792
12,18,4423,1793
12,14,1485,1794
11,11,7756,1795
13,13,5662,1796
12,18,9091,1797
11,16,8781,1798
12,20,6072,1799
11,12,3924,1800
12,11,2604,1801
12,15,8001,1802
13,10,8321,1803
14,20,2001,1804
12,8,9943,1805
12,14,6953,1806
11,8,13,1807
12,8,505,1808
12,13,3808,1809
12,10,9760,1810
12,17,5359,1811
13,17,2526,1812
12,15,2895,1813
12,16,9118,1814
11,14,159,1815
12,21,4637,1816
12,11,1091,1817
12,11,9561,1818
13,15,2627,1819
13,16,615,1820
12,19,2974,1821
14,20,1938,1822
12,17,8866,1823
12,13,3749,1824
12,15,3422,1825
12,15,6621,1826
12,9,9410,1827
13,18,8864,1828
12,11,5401,1829
11,13,1833,1830
13,13,2787,1831
13,16,8005,1832
11,8,9834,1833
12,14,7459,1834
12,19,6357,1835
12,19,6128,1836
12,17,4411,1837
12,18,6369,1838
11,17,6632,1839
12,19,4570,1840
12,18,6129,1841
13,15,8342,1842
12,14,3447,1843
12,11,5375,1844
13,15,7459,1845
12,21,3606,1846
12,9,11,1847
13,20,4902,1848
12,22,3166,1849
12,15,8990,1850
13,12,1868,1851
12,16,2491,1852
13,14,927,1853
11,14,733,1854
12,15,6239,1855
12,15,700,1856
12,20,3706,1857
14,21,2001,1858
12,12,9563,1859
13,18,5458,1860
12,18,3833,1861
14,16,2349,1862
12,14,3462,1863
11,8,18,1864
12,9,9808,1865
11,20,6170,1866
12,16,2498,1867
12,12,570,1868
12,14,2539,1869
12,16,9129,1870
13,15,5140,1871
13,16,5019,1872
12,16,7471,1873
13,14,8586,1874
11,17,393,1875
13,15,1281,1876
12,13,8543,1877
12,15,6755,1878
12,14,2534,1879
12,13,1708,1880
13,14,5744,1881
12,18,4401,1882
12,12,551,1883
12,20,3022,1884
13,15,1486,1885
12,16,6789,1886
12,18,3721,1887
13,13,5191,1888
13,16,5141,1889
12,12,9635,1890
11,14,648,1891
13,16,5326,1892
13,21,1984,1893
11,14,462,1894
11,13,1695,1895
12,14,8143,1896
12,18,6631,1897
13,24,4192,1898
13,16,5064,1899
12,19,5521,1900
11,14,3321,1901
12,18,6555,1902
12,7,539,1903
13,16,7143,1904
12,13,1493,1905
13,14,931,1906
12,16,8423,1907
11,11,35,1908
12,15,7686,1909
12,15,7309,1910
12,12,8095,1911
11,9,9781,1912
13,14,1709,1913
12,16,8645,1914
13,13,2803,1915
13,11,9546,1916
12,14,1785,1917
13,18,6523,1918
14,14,1088,1919
12,13,6926,1920
11,19,6158,1921
13,14,1736,1922
13,14,8603,1923
12,20,4493,1924
12,16,8549,1925
12,12,297,1926
12,14,8987,1927
13,9,1531,1928
13,9,841,1929
12,15,4050,1930
13,17,7052,1931
13,10,513,1932
13,15,6957,1933
11,14,7590,1934
12,17,7655,1935
11,10,8449,1936
12,19,4873,1937
13,15,2429,1938
13,16,8483,1939
13,12,2558,1940
11,19,6089,1941
11,17,6577,1942
13,13,2338,1943
12,16,7798,1944
12,17,5221,1945
13,16,5140,1946
12,21,3695,1947
13,14,7006,1948
13,18,8015,1949
12,19,4783,1950
11,10,283,1951
13,9,524,1952
13,13,2870,1953
12,16,5237,1954
13,17,5016,1955
12,7,1418,1956
13,15,1885,1957
13,14,354,1958
11,15,9300,1959
12,16,2725,1960
12,15,755,1961
12,19,6351,1962
12,16,3237,1963
13,16,7711,1964
11,11,293,1965
12,20,7243,1966
11,19,6159,1967
13,20,5165,1968
11,19,6024,1969
12,24,4642,1970
12,16,7722,1971
12,19,2112,1972
12,16,7570,1973
12,16,6411,1974
12,19,6261,1975
12,14,2791,1976
13,15,7903,1977
11,7,9956,1978
12,20,6148,1979
12,18,5917,1980
13,12,1090,1981
12,14,2782,1982
12,15,6440,1983
12,18,3959,1984
13,19,8018,1985
13,17,7807,1986
13,12,5376,1987
13,15,9902,1988
12,20,4512,1989
12,24,4675,1990
10,17,8979,1991
12,13,5266,1992
11,14,7378,1993
13,17,8567,1994
12,20,2977,1995
12,16,7670,1996
13,19,2162,1997
12,17,9135,1998
12,14,2834,1999
12,20,4537,2000
12,14,128,2001
13,14,6907,2002
11,17,3000,2003
12,16,7698,2004
12,14,3317,2005
11,17,9261,2006
12,12,6840,2007
12,17,7571,2008
13,17,5568,2009
11,19,2987,2010
12,16,3487,2011
12,19,3009,2012
13,12,5768,2013
10,18,6278,2014
12,14,6967,2015
12,17,137,2016
11,16,436,2017
12,16,8694,2018
13,12,38,2019
12,19,4947,2020
12,12,9720,2021
13,13,5368,2022
12,16,213,2023
12,17,7097,2024
12,14,3935,2025
12,11,9541,2026
12,14,1118,2027
11,16,6096,2028
12,15,8675,2029
11,17,3951,2030
12,16,632,2031
11,14,8803,2032
12,18,7209,2033
12,20,3631,2034
12,11,2852,2035
10,9,526,2036
11,16,9243,2037
12,8,9691,2038
12,20,4448,2039
13,16,1162,2040
13,14,2677,2041
13,17,7935,2042
11,22,4170,2043
12,23,4796,2044
11,13,564,2045
13,18,1136,2046
12,17,4932,2047
12,14,7352,2048
12,21,6181,2049
12,11,1321,2050
13,14,2298,2051
12,17,5901,2052
12,16,6689,2053
13,19,8862,2054
11,18,2997,2055
12,14,6975,2056
12,17,8402,2057
12,23,4115,2058
12,15,3070,2059
12,13,3429,2060
12,16,4417,2061
13,9,53,2062
14,15,8583,2063
12,15,1626,2064
12,19,3683,2065
12,9,1434,2066
13,17,8503,2067
11,17,9278,2068
13,15,1124,2069
11,20,2950,2070
12,17,6791,2071
12,16,152,2072
12,21,7236,2073
13,15,961,2074
13,20,4947,2075
13,18,7800,2076
12,11,8448,2077
12,15,6230,2078
13,13,1503,2079
13,22,4629,2080
12,18,7550,2081
13,14,3800,2082
11,10,529,2083
11,16,590,2084
12,19,9014,2085
12,13,9877,2086
12,17,7564,2087
12,15,3767,2088
12,17,3991,2089
11,14,6985,2090
12,15,7195,2091
12,18,4760,2092
13,18,7037,2093
12,13,5777,2094
12,19,6385,2095
13,15,7072,2096
12,19,7210,2097
13,14,1239,2098
13,15,2701,2099
13,20,4685,2100
11,8,540,2101
13,10,9491,2102
13,22,4836,2103
12,11,7776,2104
11,14,451,2105
12,10,9782,2106
13,16,1927,2107
13,14,5251,2108
12,10,2363,2109
13,14,3429,2110
12,14,9879,2111
12,20,6265,2112
13,16,3580,2113
13,16,6759,2114
11,13,6854,2115
11,14,8945,2116
11,18,6635,2117
13,15,770,2118
12,15,2712,2119
12,15,6978,2120
12,25,4106,2121
11,18,6258,2122
13,15,1737,2123
12,16,1143,2124
13,19,2035,2125
12,18,4473,2126
12,20,4566,2127
13,16,5596,2128
12,18,5711,2129
11,16,7266,2130
12,19,6633,2131
12,15,6250,2132
11,15,3108,2133
13,12,1468,2134
12,10,377,2135
12,14,3559,2136
12,15,7602,2137
13,13,2303,2138
14,21,5161,2139
12,7,9964,2140
13,17,2083,2141
13,17,5039,2142
12,15,6228,2143
13,18,2015,2144
13,15,1797,2145
12,9,9434,2146
14,16,959,2147
11,17,8431,2148
12,19,6555,2149
12,21,3670,2150
12,12,5408,2151
12,15,660,2152
12,9,9928,2153
11,15,3496,2154
13,12,1802,2155
13,13,8314,2156
12,15,7968,2157
12,17,2719,2158
11,14,261,2159
13,12,30,2160
12,16,6336,2161
13,10,6893,2162
13,16,2632,2163
13,8,9444,2164
13,22,4713,2165
13,20,3008,2166
11,17,9354,2167
13,14,2314,2168
11,13,1663,2169
13,21,4514,2170
13,17,8629,2171
12,12,97,2172
13,12,9552,2173
13,22,4857,2174
13,20,2111,2175
12,16,7700,2176
12,15,642,2177
13,16,3070,2178
12,17,2482,2179
13,16,7196,2180
12,16,3091,2181
13,15,7890,2182
13,16,7855,2183
10,14,9370,2184
12,15,7737,2185
12,20,6009,2186
13,14,7683,2187
12,19,5705,2188
11,17,8727,2189
12,18,4296,2190
12,12,5734,2191
13,8,1415,2192
13,18,1188,2193
12,15,8365,2194
11,9,858,2195
12,16,2252,2196
12,16,7725,2197
13,17,211,2198
12,21,4565,2199
12,14,5739,2200
13,19,4724,2201
13,19,3194,2202
12,19,5835,2203
11,17,627,2204
13,19,4402,2205
13,18,7946,2206
14,11,8326,2207
13,7,1395,2208
12,14,7367,2209
12,10,807,2210
13,14,8590,2211
12,15,457,2212
13,18,5048,2213
13,15,2796,2214
12,9,9827,2215
13,15,2785,2216
12,15,8804,2217
12,16,3861,2218
12,23,4841,2219
12,14,3883,2220
12,15,8156,2221
11,15,574,2222
11,14,1649,2223
13,20,5696,2224
12,12,5291,2225
13,15,2506,2226
14,19,7947,2227
10,14,9367,2228
13,16,9068,2229
13,20,8864,2230
13,16,5105,2231
13,13,3791,2232
12,18,8409,2233
12,13,7291,2234
13,16,769,2235
12,16,9162,2236
13,17,5236,2237
12,19,9094,2238
11,13,556,2239
13,12,2602,2240
12,19,6252,2241
12,15,9145,2242
13,10,9411,2243
13,18,7652,2244
13,13,8292,2245
13,15,5589,2246
11,17,436,2247
12,13,3448,2248
13,9,9449,2249
12,13,5276,2250
12,19,3682,2251
13,19,3957,2252
13,16,2201,2253
13,16,5330,2254
11,11,9652,2255
13,19,3843,2256
13,16,7835,2257
12,18,3950,2258
12,12,9561,2259
13,15,6902,2260
13,17,9165,2261
12,23,4665,2262
13,19,7044,2263
13,18,7573,2264
14,21,1956,2265
12,18,7812,2266
10,16,6734,2267
12,14,3543,2268
12,16,3257,2269
12,20,3641,2270
12,17,2497,2271
12,20,5860,2272
13,16,9137,2273
14,16,8259,2274
12,14,3511,2275
12,17,7429,2276
12,18,3847,2277
12,13,298,2278
12,8,876,2279
13,19,3295,2280
13,17,1925,2281
12,20,4557,2282
11,21,7251,2283
12,26,4126,2284
13,15,9886,2285
13,17,3254,2286
13,20,4320,2287
12,15,4072,2288
13,15,3556,2289
12,15,3881,2290
13,18,7325,2291
13,18,2720,2292
13,20,4897,2293
12,17,4368,2294
12,14,6645,2295
12,16,3204,2296
12,13,8531,2297
13,13,9730,2298
11,17,6747,2299
13,15,1787,2300
12,15,3371,2301
14,17,5595,2302
12,17,7646,2303
13,15,8859,2304
12,15,3853,2305
12,15,7509,2306
12,19,6287,2307
13,17,7699,2308
13,19,7806,2309
12,15,3514,2310
13,15,7345,2311
13,14,9731,2312
13,17,4422,2313
14,16,948,2314
13,18,208,2315
13,16,659,2316
13,25,4201,2317
12,9,879,2318
14,20,4730,2319
13,26,4108,2320
13,19,4759,2321
13,17,2054,2322
13,20,3180,2323
12,21,6008,2324
13,14,2773,2325
13,22,6176,2326
10,17,9211,2327
13,15,1303,2328
13,18,5905,2329
13,15,2309,2330
13,7,9441,2331
13,17,5627,2332
13,16,7903,2333
13,16,7087,2334
12,20,4486,2335
13,15,8107,2336
14,17,947,2337
13,19,7124,2338
12,20,5805,2339
12,16,8752,2340
11,14,638,2341
13,9,9502,2342
12,23,4834,2343
13,9,1411,2344
12,15,449,2345
13,10,1393,2346
12,17,2070,2347
13,14,1001,2348
13,17,2272,2349
13,22,3151,2350
13,17,5109,2351
11,17,3382,2352
11,17,1557,2353
14,14,8288,2354
11,7,9389,2355
11,16,4329,2356
13,21,4463,2357
12,20,4952,2358
14,22,1984,2359
11,13,6719,2360
12,17,7260,2361
12,9,1424,2362
13,16,2346,2363
14,14,1515,2364
12,20,4862,2365
13,19,3183,2366
12,21,5973,2367
11,20,5808,2368
12,13,6658,2369
12,14,8130,2370
14,10,912,2371
13,14,7295,2372
13,16,7631,2373
12,15,5745,2374
13,16,5058,2375
12,14,8079,2376
13,17,7138,2377
14,20,7127,2378
13,17,9079,2379
12,13,5761,2380
12,18,6629,2381
13,23,4187,2382
13,17,9142,2383
13,16,8185,2384
11,16,8826,2385
12,19,4883,2386
12,19,8866,2387
13,13,9640,2388
12,9,9834,2389
11,10,849,2390
13,20,6359,2391
12,15,3445,2392
13,15,8624,2393
13,16,5056,2394
13,14,1311,2395
11,16,3486,2396
11,20,4590,2397
12,13,7284,2398
12,16,5645,2399
13,14,1247,2400
12,14,5413,2401
12,19,6556,2402
14,21,4894,2403
13,20,3043,2404
13,13,2301,2405
12,9,9951,2406
13,15,1121,2407
12,18,5790,2408
13,15,3429,2409
12,13,6551,2410
12,18,1550,2411
13,10,57,2412
11,15,738,2413
14,20,7043,2414
14,15,8242,2415
12,19,5915,2416
14,18,1925,2417
12,14,3459,2418
13,17,5555,2419
12,15,8110,2420
13,17,659,2421
13,15,8265,2422
12,18,1555,2423
13,18,9282,2424
13,15,3320,2425
11,15,9217,2426
12,16,9119,2427
12,20,4261,2428
13,13,6500,2429
13,18,4764,2430
13,19,5507,2431
14,16,8264,2432
13,12,1319,2433
12,18,400,2434
13,15,1306,2435
12,7,9971,2436
12,17,6702,2437
11,15,8778,2438
13,21,2112,2439
13,18,130,2440
13,17,5329,2441
13,10,13,2442
12,17,187,2443
13,13,2418,2444
12,16,7056,2445
13,20,4780,2446
13,22,4684,2447
11,18,8980,2448
12,21,4590,2449
13,14,238,2450
13,16,7090,2451
13,15,5248,2452
12,22,4854,2453
13,16,4996,2454
12,10,881,2455
13,20,4525,2456
12,24,4212,2457
13,8,10000,2458
12,17,8785,2459
11,15,712,2460
13,15,1115,2461
13,16,644,2462
13,18,5327,2463
12,18,8785,2464
13,13,1043,2465
13,20,6633,2466
13,18,5108,2467
13,21,4097,2468
12,14,1762,2469
12,19,7219,2470
13,21,4226,2471
13,16,3442,2472
12,22,7232,2473
12,14,764,2474
13,17,2211,2475
11,18,4287,2476
12,16,1895,2477
13,12,6895,2478
10,9,9618,2479
12,14,2836,2480
12,17,3484,2481
13,18,3059,2482
13,15,8083,2483
12,14,8338,2484
13,14,8054,2485
12,11,5316,2486
11,16,9214,2487
13,16,8618,2488
13,12,5315,2489
13,16,7999,2490
13,18,5681,2491
13,15,2781,2492
13,18,8642,2493
14,15,1007,2494
11,15,1565,2495
12,17,6036,2496
12,16,7639,2497
12,21,3024,2498
13,19,132,2499
13,14,5753,2500
13,15,243,2501
11,15,710,2502
13,16,5546,2503
13,17,3826,2504
13,14,7825,2505
12,12,7757,2506
14,22,4464,2507
12,21,6072,2508
14,16,1003,2509
13,16,4081,2510
13,17,8907,2511
13,21,4486,2512
12,17,3492,2513
12,13,6990,2514
12,12,9175,2515
12,18,1545,2516
13,17,8657,2517
11,16,8389,2518
12,15,162,2519
12,18,3971,2520
13,14,2739,2521
13,20,5842,2522
12,16,3103,2523
13,13,1380,2524
11,12,6849,2525
13,14,1019,2526
12,16,3767,2527
12,10,839,2528
11,14,4043,2529
13,15,251,2530
11,21,2943,2531
12,19,4285,2532
14,17,960,2533
13,15,8489,2534
14,22,4462,2535
13,17,5136,2536
12,11,2597,2537
13,18,8925,2538
12,19,1207,2539
12,22,3599,2540
12,14,9357,2541
13,14,114,2542
13,17,4436,2543
13,12,2848,2544
13,15,3455,2545
13,8,9963,2546
11,15,745,2547
13,21,2111,2548
14,23,4703,2549
12,18,7258,2550
13,16,2433,2551
12,17,7441,2552
11,10,9452,2553
14,16,1887,2554
13,20,5172,2555
12,19,6300,2556
11,14,2905,2557
13,14,5290,2558
13,18,3490,2559
13,15,6947,2560
13,17,5540,2561
12,16,2785,2562
12,16,7583,2563
13,13,2851,2564
13,16,1273,2565
13,18,2044,2566
12,17,7987,2567
13,14,3869,2568
11,15,7320,2569
11,17,9193,2570
13,17,3819,2571
12,14,6677,2572
13,14,5658,2573
14,16,8254,2574
12,21,5876,2575
13,19,5464,2576
14,15,8216,2577
12,15,6620,2578
12,13,3926,2579
12,18,9270,2580
12,16,3878,2581
13,16,2710,2582
12,14,6710,2583
12,9,9681,2584
12,21,4596,2585
13,13,8233,2586
13,15,2332,2587
13,15,7501,2588
12,16,3523,2589
12,20,5821,2590
14,21,4447,2591
12,15,5414,2592
13,21,4957,2593
12,19,2030,2594
14,16,8265,2595
13,16,6229,2596
12,14,425,2597
12,20,6251,2598
12,15,6449,2599
12,11,7745,2600
13,15,1795,2601
13,16,6619,2602
11,15,773,2603
13,15,3805,2604
13,21,4873,2605
13,15,6648,2606
13,19,9268,2607
12,8,9440,2608
11,10,9620,2609
14,20,3194,2610
12,17,8710,2611
11,9,9849,2612
12,16,2255,2613
13,16,1771,2614
12,11,9529,2615
12,13,6851,2616
12,20,6356,2617
13,13,1860,2618
12,18,4351,2619
12,16,6230,2620
12,15,4032,2621
13,15,5149,2622
12,15,1643,2623
11,16,8989,2624
13,17,7178,2625
11,10,9907,2626
12,16,1569,2627
13,20,3955,2628
13,17,2509,2629
12,18,4370,2630
12,14,1699,2631
13,19,4304,2632
14,12,988,2633
12,16,2471,2634
14,16,8108,2635
14,18,2212,2636
12,18,5470,2637
12,19,3727,2638
13,17,8004,2639
14,13,1441,2640
13,14,3272,2641
13,17,3065,2642
13,15,1289,2643
13,19,5527,2644
13,19,1187,2645
12,11,817,2646
13,13,2377,2647
12,17,7542,2648
13,16,9028,2649
12,15,3079,2650
13,13,123,2651
13,13,3060,2652
14,14,8227,2653
13,16,1766,2654
12,18,8400,2655
12,14,5405,2656
13,20,8024,2657
13,8,9968,2658
13,15,9359,2659
12,9,533,2660
11,14,689,2661
12,16,7409,2662
13,20,1188,2663
12,14,1677,2664
12,15,6231,2665
13,16,9295,2666
12,16,240,2667
12,15,8052,2668
12,15,9373,2669
12,17,8243,2670
11,11,9493,2671
13,12,2645,2672
13,13,1307,2673
12,13,781,2674
13,22,4523,2675
12,17,2494,2676
13,20,7950,2677
13,13,6899,2678
13,20,6387,2679
13,17,3329,2680
12,9,9977,2681
13,18,6510,2682
14,21,6388,2683
12,15,8203,2684
13,23,4627,2685
13,17,1139,2686
12,5,9959,2687
12,10,2650,2688
13,16,7459,2689
12,19,5669,2690
13,20,3182,2691
12,15,8147,2692
11,10,9429,2693
11,14,721,2694
13,23,6175,2695
13,15,5659,2696
13,9,15,2697
12,15,6415,2698
11,9,63,2699
13,15,5740,2700
14,24,4657,2701
12,13,9555,2702
13,20,4736,2703
13,15,2316,2704
11,15,335,2705
12,18,9258,2706
13,17,1161,2707
13,23,4636,2708
14,18,2508,2709
13,19,7547,2710
12,16,7965,2711
13,18,2484,2712
12,16,4056,2713
11,16,704,2714
14,21,7038,2715
13,18,5034,2716
13,14,1843,2717
13,16,3349,2718
12,15,7684,2719
11,15,9301,2720
13,13,5369,2721
13,20,7217,2722
12,15,7447,2723
13,17,1150,2724
13,19,7938,2725
12,15,3622,2726
14,23,3160,2727
14,20,4304,2728
14,22,6388,2729
13,17,3222,2730
13,12,43,2731
14,14,1044,2732
13,15,2776,2733
13,21,4778,2734
12,13,9711,2735
11,9,9463,2736
11,18,387,2737
12,10,871,2738
12,22,4098,2739
13,16,2894,2740
12,16,8418,2741
13,18,2062,2742
12,14,1729,2743
14,17,8825,2744
14,17,9118,2745
13,15,8767,2746
13,16,3859,2747
14,18,960,2748
13,13,8467,2749
13,17,7894,2750
13,15,260,2751
13,18,187,2752
13,18,5110,2753
13,17,4058,2754
12,11,1336,2755
13,21,3047,2756
12,16,4031,2757
12,21,4496,2758
13,22,3703,2759
12,15,418,2760
12,15,7717,2761
12,13,97,2762
12,16,7814,2763
11,13,493,2764
13,20,4875,2765
12,17,7524,2766
11,17,6307,2767
13,15,5261,2768
11,15,8395,2769
12,16,404,2770
13,21,4507,2771
13,23,3164,2772
14,15,8818,2773
13,16,6235,2774
13,16,8340,2775
12,18,7935,2776
13,13,1353,2777
14,18,8550,2778
13,18,8894,2779
12,9,9819,2780
12,15,6443,2781
13,20,5505,2782
13,9,6,2783
13,16,7905,2784
12,20,5914,2785
12,17,7693,2786
12,16,7303,2787
13,10,9945,2788
13,15,2188,2789
14,17,1005,2790
12,9,362,2791
12,20,6257,2792
14,16,1102,2793
12,20,4527,2794
12,18,6749,2795
14,16,2328,2796
14,19,2051,2797
13,19,3055,2798
13,15,3940,2799
12,17,6797,2800
12,10,9810,2801
13,12,8446,2802
12,19,6312,2803
13,13,8627,2804
13,22,4681,2805
14,17,1003,2806
12,16,2913,2807
12,18,6033,2808
12,14,9553,2809
12,14,8158,2810
14,18,2204,2811
14,17,2347,2812
12,20,3662,2813
14,19,8561,2814
13,16,251,2815
12,18,5928,2816
13,21,6253,2817
13,19,7554,2818
12,21,5872,2819
12,16,8441,2820
14,20,8558,2821
13,14,2585,2822
13,14,1049,2823
12,21,6011,2824
14,20,7112,2825
12,24,4149,2826
13,15,8338,2827
13,20,5514,2828
13,16,3555,2829
13,17,2278,2830
13,16,8662,2831
13,15,3364,2832
13,16,7075,2833
13,11,1325,2834
13,16,8343,2835
13,15,1755,2836
13,14,2327,2837
14,15,1255,2838
13,25,4140,2839
14,16,1879,2840
13,13,5765,2841
12,17,6343,2842
13,22,4226,2843
12,13,5778,2844
13,21,4903,2845
12,11,828,2846
12,13,1705,2847
13,15,1155,2848
11,16,8381,2849
13,19,7576,2850
12,20,5947,2851
13,19,3291,2852
13,16,161,2853
13,13,6995,2854
12,16,9301,2855
13,21,3624,2856
13,18,1143,2857
13,18,3991,2858
13,16,5489,2859
13,22,4697,2860
13,12,2620,2861
13,25,4150,2862
13,18,4413,2863
13,9,9694,2864
13,14,1826,2865
13,13,2755,2866
14,14,1449,2867
13,26,4152,2868
12,10,361,2869
14,16,5588,2870
13,11,2383,2871
11,14,6125,2872
14,17,1930,2873
12,18,2960,2874
14,19,1903,2875
14,20,3184,2876
13,15,3787,2877
12,19,3607,2878
12,17,4338,2879
13,20,2168,2880
12,16,7535,2881
13,19,6637,2882
14,15,1810,2883
12,15,4047,2884
13,22,3631,2885
14,17,1110,2886
12,17,7670,2887
13,15,1126,2888
14,15,1452,2889
14,24,3158,2890
13,18,2174,2891
12,16,4071,2892
13,21,3659,2893
12,16,6586,2894
13,17,3765,2895
12,14,5484,2896
12,16,9340,2897
12,16,1565,2898
12,20,5987,2899
12,16,6053,2900
11,15,3504,2901
12,16,8369,2902
13,18,2177,2903
12,14,5433,2904
13,12,1328,2905
12,15,431,2906
13,22,4968,2907
14,16,1467,2908
12,16,4038,2909
12,16,9305,2910
11,21,3634,2911
12,17,1572,2912
13,14,2293,2913
14,16,1795,2914
14,16,5618,2915
13,18,2276,2916
12,19,9256,2917
13,14,9639,2918
12,20,3401,2919
11,17,708,2920
